# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 563  of event 'cpu-clock'
# Event count (approx.): 2829145375
#
# Overhead  Shared Object         Symbol                                                                                                                                                                                                                                                                                              IPC   [IPC Coverage]
# ........  ....................  ..................................................................................................................................................................................................................................................................................................  ....................
#
     0.18%  postgres              [.] 0x00000000003e0361                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000003e0380                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x0000000000409494                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x000000000042674d                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x000000000059b90d                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x000000000059b939                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x000000000059bad3                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005a1536                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005a15c9                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005a170b                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005ae254                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005c1913                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005c6495                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005e295a                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005e4385                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005e4c99                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000005e4e80                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x0000000000755ab4                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x0000000000759550                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x0000000000759567                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x000000000076630c                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007acbdc                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007acbe2                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007b1af8                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007b5380                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007cbaa0                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007cbac6                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007cbb0b                                                                                                                                                                                                                                                                              -      -            
     0.18%  postgres              [.] 0x00000000007ceec0                                                                                                                                                                                                                                                                              -      -            


#
# (Cannot load tips.txt file, please install perf!)
#
